하차_정류장순번,하차_정류장명,하차_정류장ARS,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,115,All
69,잠실역.롯데월드몰,24017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,25.0,54.0,87.0,25.0,16.0,19.0,33.0,68.0,171.0,146.0,61.0,68.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809
70,잠실역.잠실대교남단,24001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,4.0,,1.0,2.0,4.0,,1.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
71,잠실대교전망쉼터,24479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
72,자양동잠실대교북단,5194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,1.0,3.0,2.0,10.0,5.0,3.0,4.0,,11.0,11.0,41.0,10.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
73,동서울우편집중국앞,5192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,1.0,2.0,5.0,6.0,1.0,3.0,10.0,7.0,9.0,8.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
74,광진구청,5148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,2.0,4.0,7.0,3.0,6.0,4.0,6.0,1.0,8.0,10.0,14.0,11.0,2.0,9.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
75,광진경찰서,5146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,4.0,2.0,1.0,1.0,2.0,2.0,5.0,8.0,2.0,,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
76,구의사거리,5154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,3.0,3.0,8.0,4.0,,4.0,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
77,구의2동주민센터입구,5152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,1.0,,2.0,3.0,1.0,3.0,,22.0,9.0,,5.0,3.0,28.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
78,어린이대공원후문아차산역,5006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,2.0,1.0,1.0,3.0,7.0,4.0,3.0,29.0,7.0,,15.0,5.0,36.0,22.0,15.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
79,중곡동입구삼거리,5005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,5.0,22.0,3.0,1.0,5.0,7.0,7.0,31.0,4.0,5.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
80,군자역.용마초등학교,5003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,2.0,2.0,3.0,4.0,2.0,8.0,2.0,3.0,8.0,3.0,10.0,24.0,5.0,9.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
81,메리놀외방선교회,5104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0,2.0,1.0,2.0,5.0,13.0,9.0,,1.0,1.0,10.0,23.0,5.0,2.0,16.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
82,중곡1동주민센터입구,5105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,2.0,,,1.0,,6.0,1.0,,3.0,2.0,14.0,16.0,4.0,5.0,15.0,4.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
83,중곡1동사거리,5107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,4.0,1.0,,4.0,5.0,14.0,3.0,1.0,5.0,5.0,16.0,11.0,3.0,6.0,27.0,4.0,31.0,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183
84,중마초등학교.중곡제일골목시장앞,5109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,2.0,3.0,1.0,14.0,4.0,,3.0,2.0,17.0,8.0,8.0,3.0,25.0,3.0,21.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
85,중곡역입구,5125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,3.0,3.0,6.0,4.0,1.0,1.0,2.0,8.0,8.0,5.0,2.0,17.0,4.0,18.0,8.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
86,중곡3동주민센터앞,5127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,5.0,5.0,8.0,6.0,,3.0,4.0,18.0,6.0,3.0,5.0,28.0,7.0,21.0,12.0,1.0,1.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
87,면곡시장앞,5130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,5.0,2.0,5.0,3.0,,1.0,,7.0,2.0,3.0,1.0,8.0,1.0,2.0,9.0,3.0,1.0,13.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
88,중곡초등학교,7185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,3.0,1.0,2.0,6.0,,2.0,2.0,4.0,1.0,3.0,,5.0,2.0,4.0,5.0,1.0,1.0,17.0,6.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,83
89,방약국앞,7183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,2.0,3.0,8.0,9.0,8.0,,4.0,1.0,6.0,5.0,2.0,2.0,17.0,2.0,4.0,13.0,3.0,4.0,10.0,9.0,11.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,136
90,면남초등학교,7181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,1.0,6.0,,,3.0,7.0,8.0,3.0,,1.0,1.0,4.0,3.0,7.0,2.0,17.0,3.0,10.0,12.0,1.0,8.0,16.0,2.0,22.0,9.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,167
91,지하철7호선사가정역,7178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,3.0,1.0,,2.0,5.0,3.0,1.0,,4.0,2.0,7.0,4.0,,,7.0,3.0,3.0,5.0,5.0,4.0,10.0,4.0,13.0,13.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,121
92,사가정역,7246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,,,6.0,8.0,6.0,2.0,,,1.0,3.0,2.0,5.0,7.0,6.0,8.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,80
93,면목두산아파트2차,7244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,7.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,,5.0,,,1.0,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,63
94,사가정센트럴아이파크아파트,7242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,3.0,5.0,2.0,,1.0,1.0,2.0,,,2.0,2.0,1.0,2.0,1.0,,2.0,,,,,,3.0,3.0,3.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,77
95,장안교앞,6214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,3.0,5.0,5.0,,1.0,2.0,3.0,1.0,,2.0,3.0,2.0,1.0,,,2.0,5.0,2.0,5.0,2.0,3.0,1.0,8.0,5.0,64.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,135
96,장안2동주민센터,6212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,2.0,1.0,1.0,5.0,,,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,8.0,,1.0,5.0,10.0,4.0,2.0,2.0,5.0,7.0,4.0,7.0,49.0,6.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,148
97,장안동현대아파트앞,6144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,4.0,4.0,5.0,,,1.0,2.0,1.0,,,1.0,3.0,2.0,2.0,5.0,,3.0,8.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,37.0,4.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,119
98,휘경여중고휘경주공아파트,6143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,5.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,,2.0,,1.0,2.0,1.0,2.0,2.0,,,28.0,,14.0,,2.0,3.0,,,,,,,,,,,,,,,,,,74
99,휘경공고휘경주공아파트,6309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,,1.0,,,,,,1.0,,,,2.0,,2.0,,,,,1.0,2.0,,,1.0,26.0,1.0,3.0,,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,59
100,동서그랜드맨션,7222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,4.0,,2.0,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,3.0,2.0,6.0,,,2.0,2.0,14.0,36.0,19.0,1.0,,,,,,,,,,,,,,,99
101,면목2동,7116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,2.0,1.0,,,,3.0,4.0,15.0,5.0,,,,,,,,,,,,,,,,35
102,중목초등학교,7114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,3.0,8.0,5.0,5.0,2.0,,1.0,,,,,,,,,,,,,29
103,상봉2동복합청사.도서관,7112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,2.0,,1.0,,,1.0,,,2.0,,2.0,2.0,5.0,11.0,13.0,17.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,72
104,상봉역.중랑우체국,7004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,9.0,23.0,12.0,35.0,14.0,9.0,4.0,15.0,3.0,,,,,,,,,,,131
105,상봉1동주민센터,7408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,6.0,3.0,7.0,1.0,4.0,4.0,7.0,18.0,,,,,,,,,,,55
106,신내쌍용아파트,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,2.0,,1.0,1.0,6.0,6.0,1.0,,,,,,,,,,21
107,쌍용아파트신내테크노타운앞,7262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,3.0,1.0,,5.0,1.0,2.0,5.0,3.0,,,,,,,,,,27
108,엘지아파트앞,7264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,2.0,2.0,1.0,3.0,2.0,6.0,,,,,,,,,,,18
109,신현중학교,7266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,3.0,,5.0,4.0,5.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,,,,,,,,40
110,중랑구청,7268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,6.0,4.0,9.0,4.0,4.0,7.0,6.0,7.0,19.0,7.0,2.0,,1.0,1.0,,,,,,83
111,신내동성3차아파트,7275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,11.0,5.0,2.0,,1.0,1.0,2.0,,,,,47
112,신내동성1.2차아파트,7276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,1.0,3.0,2.0,2.0,2.0,3.0,20.0,6.0,1.0,1.0,3.0,,10.0,,1.0,,,73
113,신내9단지아파트.서울의료원,7280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0,4.0,2.0,,2.0,2.0,4.0,5.0,1.0,8.0,5.0,1.0,,2.0,,10.0,,,,,52
114,서울의료원후문,7432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,1.0,2.0,,2.0,1.0,7.0,1.0,,,,,11.0,2.0,1.0,,,35
115,신내데시앙아파트후문,7434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,3.0,,,,1.0,,,,1.0,,11
116,중랑공영차고지,7337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,2.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,17
117,중랑공영차고지.신내역,7550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,,63
All,,,4.0,25.0,24.0,28.0,66.0,44.0,31.0,124.0,40.0,30.0,38.0,37.0,81.0,160.0,69.0,27.0,36.0,99.0,40.0,148.0,59.0,246.0,148.0,95.0,62.0,100.0,190.0,126.0,122.0,101.0,119.0,158.0,117.0,172.0,144.0,135.0,195.0,71.0,194.0,123.0,71.0,102.0,102.0,125.0,14.0,245.0,98.0,179.0,72.0,33.0,63.0,102.0,80.0,10.0,21.0,9.0,133.0,148.0,210.0,56.0,69.0,59.0,223.0,141.0,294.0,249.0,120.0,192.0,156.0,309.0,128.0,18.0,111.0,59.0,228.0,189.0,80.0,57.0,233.0,48.0,151.0,149.0,25.0,39.0,117.0,52.0,77.0,46.0,60.0,36.0,28.0,27.0,279.0,15.0,48.0,12.0,55.0,102.0,112.0,111.0,43.0,43.0,34.0,52.0,114.0,38.0,9.0,2.0,8.0,5.0,37.0,4.0,4.0,3.0,1.0,10602
