하차_정류장순번,하차_정류장명,하차_정류장ARS,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,107,All
79,사가정시장,7248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,1.0,2.0,7.0,,5.0,,9.0,3.0,4.0,8.0,9.0,8.0,10.0,10.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
80,사가정역,7246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,4.0,,2.0,5.0,2.0,,3.0,2.0,6.0,3.0,3.0,4.0,5.0,8.0,5.0,4.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,73
81,면목두산아파트2차,7244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,6.0,,1.0,,1.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,,8.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63
82,사가정센트럴아이파크아파트,7242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,1.0,1.0,,1.0,2.0,4.0,2.0,2.0,2.0,3.0,,3.0,,1.0,2.0,3.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,82
83,늘푸른근린공원,7466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0,,2.0,4.0,,2.0,6.0,,2.0,,3.0,6.0,5.0,5.0,1.0,2.0,4.0,10.0,68.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,131
84,장안시장,7118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,,5.0,1.0,3.0,7.0,3.0,5.0,,,4.0,11.0,22.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,89
85,하나은행면목지점,7224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,3.0,,,,1.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,7.0,2.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,38
86,면목복개천,7226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,3.0,2.0,1.0,,,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,10.0,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,75
87,지하철7호선면목역,7228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,1.0,2.0,,1.0,1.0,,,2.0,1.0,,,,3.0,1.0,3.0,,11.0,12.0,44.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,102
88,농협앞,7230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,,3.0,3.0,1.0,1.0,5.0,3.0,6.0,4.0,58.0,,,,,,,,,,,,,,,,,,,,92
89,혜원여중고후문,7232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,,,,1.0,,2.0,2.0,5.0,3.0,7.0,8.0,103.0,7.0,2.0,,,,,,,,,,,,,,,,,,144
90,면일초등학교,7191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,3.0,,3.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,2.0,1.0,8.0,5.0,13.0,9.0,176.0,12.0,2.0,,,,,,,,,,,,,,,,,,245
91,용마공원입구,7189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,3.0,1.0,,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,5.0,6.0,3.0,10.0,160.0,7.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,221
92,삼용사입구,7188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,,1.0,,2.0,,,,,,,1.0,2.0,2.0,4.0,4.0,9.0,69.0,7.0,14.0,18.0,6.0,2.0,,,,,,,,,,,,,,,149
93,금란교회앞,7141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,1.0,,,4.0,1.0,2.0,1.0,2.0,,,1.0,,1.0,12.0,5.0,15.0,12.0,33.0,22.0,13.0,50.0,31.0,13.0,,,,,,,,,,,,,,,225
94,망우동고개,7325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,10.0,6.0,4.0,10.0,11.0,3.0,12.0,21.0,9.0,12.0,4.0,,,,,,,,,,,,,,114
95,망우동금호어울림아파트,7328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,1.0,,2.0,1.0,,,,,2.0,1.0,2.0,1.0,4.0,3.0,6.0,7.0,5.0,16.0,6.0,9.0,,2.0,,,,,,,,,,,,,72
96,서울특별시북부병원,7330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,2.0,,,,,2.0,,1.0,,4.0,,,4.0,,,3.0,1.0,12.0,7.0,7.0,8.0,9.0,24.0,12.0,18.0,5.0,2.0,1.0,1.0,,,,,,,,,,,127
97,양원역입구,7332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,,1.0,5.0,3.0,11.0,7.0,8.0,10.0,13.0,15.0,10.0,13.0,3.0,5.0,4.0,,2.0,,,,,,,,,,120
98,양원리,7333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,2.0,1.0,2.0,3.0,,6.0,2.0,3.0,11.0,7.0,8.0,5.0,4.0,2.0,3.0,1.0,2.0,,,,,,,,,67
99,동서울교회,7335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,3.0,1.0,6.0,8.0,9.0,10.0,,,,,,,,,45
100,신내역1번출구,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,2.0,4.0,5.0,2.0,3.0,5.0,17.0,6.0,27.0,6.0,1.0,,,,,,,,83
101,신내능마을,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,3.0,,1.0,4.0,,5.0,7.0,5.0,6.0,,,,,,,,,42
102,중랑경찰서후문,7298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,7.0,13.0,3.0,,1.0,,3.0,,,,,62
103,우디안아파트114동앞,7464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,4.0,3.0,,1.0,6.0,4.0,1.0,5.0,5.0,9.0,25.0,16.0,4.0,,1.0,,1.0,,,,,89
104,새솔초등학교,7456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,1.0,,1.0,,,,2.0,,,,2.0,1.0,,,5.0,5.0,3.0,5.0,2.0,6.0,2.0,4.0,7.0,31.0,28.0,8.0,1.0,2.0,,3.0,1.0,,,,124
105,신내데시앙포레아파트정문앞,7454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,2.0,1.0,,,3.0,2.0,1.0,4.0,11.0,5.0,2.0,7.0,,2.0,7.0,4.0,14.0,42.0,35.0,11.0,1.0,4.0,4.0,12.0,1.0,,,,181
106,신내데시앙포레아파트220동앞,7452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,3.0,,,,1.0,,,2.0,1.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,3.0,5.0,16.0,1.0,,3.0,,6.0,,1.0,,,75
107,당너머,7450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,5
108,중랑공영차고지.종점,7551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,,2.0,,1.0,,3.0,,1.0,1.0,,,,7.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,6.0,,,,,2.0,1.0,22.0,37.0,1.0,128
All,,,36.0,60.0,1.0,52.0,96.0,196.0,14.0,44.0,21.0,84.0,12.0,111.0,197.0,69.0,80.0,194.0,220.0,170.0,268.0,161.0,181.0,58.0,45.0,60.0,80.0,134.0,124.0,160.0,53.0,181.0,168.0,116.0,46.0,37.0,63.0,37.0,54.0,98.0,121.0,184.0,78.0,74.0,183.0,91.0,92.0,140.0,53.0,224.0,368.0,108.0,159.0,250.0,52.0,65.0,13.0,17.0,178.0,226.0,629.0,594.0,290.0,200.0,225.0,115.0,175.0,401.0,62.0,52.0,99.0,83.0,96.0,33.0,102.0,86.0,73.0,104.0,35.0,25.0,37.0,50.0,189.0,22.0,28.0,93.0,65.0,156.0,94.0,689.0,108.0,90.0,195.0,100.0,98.0,51.0,42.0,73.0,139.0,158.0,51.0,3.0,11.0,4.0,27.0,3.0,26.0,39.0,1.0,12578
