하차_정류장순번,하차_정류장명,하차_정류장ARS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,107,108,109,110,All
74,장안초등학교,5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,9,9,20,5,5,,13,13,16,8,40,13,7,21,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
75,군자새마을금고.성동광진위센터,5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,16,1,2,,7,5,17,7,28,1,4,10,3,10,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
76,세종초교앞,5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,3,4,6,3,2,,5,5,4,,13,9,8,1,6,6,15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
77,군자삼거리,5242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,3,2,2,1,1,,3,4,1,4,15,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
78,능동우편취급국,5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,5,2,,3,1,1,1,2,1,6,7,6,6,16,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
79,KEB.하나은행.군자동.지점,5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,5,5,1,,3,3,2,3,9,9,18,16,32,28,27,30,20,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
80,군자역.용마초등학교,5004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,4,,1,1,,4,4,3,7,12,12,21,22,55,35,25,20,8,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
81,중곡동입구삼거리,5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,,,,,,1,3,4,1,1,6,4,8,16,7,5,1,3,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
82,중곡동입구,5139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,9,13,4,5,2,3,10,10,3,16,9,10,16,32,41,51,30,29,6,5,14,61,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,421
83,신성시장,5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,5,4,2,,5,5,4,3,6,4,8,8,6,11,22,19,10,2,1,6,77,29,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,289
